"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
94.8891097445196,9.10812789341435,5.85604925989173,7.20741270692088,7.14953380869702,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
76.3888504918945,6.08207318815403,7.07814307883382,6.07851205975749,8.52667772909626,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
67.5882228178675,5.8972800837364,6.24371549929492,6.30063922726549,7.33308251714334,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1
74.4860920696218,6.10440291464329,6.98078787187114,5.52997271763161,6.27860932610929,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
60.4576005887173,8.69573659263551,6.12132992362604,5.1707592967432,9.26752309082076,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1
62.8585173995525,7.0871915819589,8.82324798265472,6.06300872052088,8.84556048433296,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1
58.3786530673089,8.08938514790498,7.26159026147798,5.3116927749943,7.65499511733651,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1
104.667875317532,5.36648948676884,6.24863446340896,9.11707215826027,6.84606748516671,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
65.9782503718758,9.27912248414941,7.34076352440752,7.27893708506599,5.67252529435791,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0
100.586704998656,5.5401320126839,8.93005574820563,8.83154988987371,5.21306593785994,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
102.607903314373,8.35372310131788,9.08353478182107,9.28638372104615,8.94630451919511,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
99.0175907332416,8.17502537858672,8.86918825097382,8.94062116043642,6.01070801145397,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
64.0222318127304,9.28176409332082,8.32012622966431,6.55661298660561,7.90331487893127,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1
50.2481592472526,7.60053123929538,5.1028451777529,6.55782434507273,9.95622346876189,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0
100.654044943842,9.26618425524794,6.24187672976404,9.14410667493939,9.22772021149285,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0
82.3082901526784,5.48926095128991,9.2188521893695,9.08690589712933,9.89941710140556,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
88.0817347410618,7.64417432481423,5.88533324073069,8.85154204792343,9.27326372941025,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0
81.0933064720403,6.449080145685,6.2066212343052,7.87948575103655,6.18092336691916,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
68.5091906763265,5.53545855567791,8.45409248722717,6.90387233858928,7.33176460606046,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0
75.1510376894192,9.96360983583145,9.12674115388654,6.79442311637104,6.71034873696044,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
52.9520018674935,7.54463638411835,6.90030856872909,5.3577470628079,8.49901620065793,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0
79.1623602251794,9.40776375704445,5.10731465066783,6.86476226546802,6.0637583443895,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0
94.1951857184148,6.73423964646645,5.70844732341357,8.29507095273584,6.63671774440445,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0
94.1914341500227,5.97561417380348,5.7239099254366,8.95811181864701,8.5121509747114,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
81.40612936437,5.93581335968338,8.3992043172475,7.01055012410507,7.71454304922372,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0
83.2010965560356,9.55269297584891,8.38397246785462,7.49828858650289,5.29037508647889,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1
103.809351221907,7.47219045879319,5.46727305860259,9.92491232929751,7.5140553934034,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0
90.1614573694857,8.878070571227,8.63615180598572,8.29328298801556,7.95409118174575,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1
101.586139730302,9.68719204189256,7.2943072731141,8.83166027837433,5.59627914684825,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0
80.9715024856557,7.12317545665428,9.79603962507099,5.73323958553374,6.12120846519247,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1
66.5687827792659,8.15762890619226,9.93164996267296,5.33187000779435,7.41788349347189,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
66.7121534951402,5.54920680471696,6.26188343157992,6.23049456626177,5.87912398506887,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0
55.271811957324,9.45058369310573,6.1983962112572,5.91255023609847,7.17507094726898,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1
71.0452526701705,9.13963023223914,9.683564347215,6.86013568425551,9.4355538522359,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
83.5555568907033,8.29186688642949,7.7565556881018,7.70656129578128,6.1428894335404,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
64.1164329496981,5.23928351467475,8.40909480699338,6.23147168662399,7.72173374891281,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1
72.4604071866141,7.88780353148468,6.70560970902443,6.41644249670208,6.25030345050618,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1
72.3459544074691,7.08624735241756,5.34104916849174,7.33458205126226,8.48815706674941,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
55.6858296926736,9.82779155601747,6.40949672320858,6.72997362911701,5.01231501228176,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
64.4499624601844,7.89437592844479,5.91589425224811,6.74154577078298,9.21792341745459,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0
64.1983791605816,5.50072533078492,5.93244636431336,5.7241268910002,5.02633646363392,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0
92.899812490108,5.06475561065599,8.11735548777506,9.66157298767939,6.0201838449575,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0
94.0230402545679,6.46890283096582,8.53242395096458,8.01992993685417,7.77379916165955,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1
77.4779256711088,7.9914812836796,5.7079311448615,8.81298673339188,8.49442879669368,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
56.1719347879865,9.29941067937762,7.97553503653035,5.94536264776252,9.82692837249488,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
79.0282366821051,5.95303949317895,9.31053552543744,7.94584476272576,7.17196183744818,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0
76.5920616802256,7.97980959177949,5.98849667585455,5.07201159605756,9.87266584648751,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0
99.7032864476741,8.6281499301549,8.29464806360193,9.07965482329018,5.60116440639831,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1
78.7117506992374,8.16344387130812,7.93947503552772,5.98942312179133,9.91019249544479,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
78.8855742515819,8.93573608715087,9.15501962648705,6.65700856014155,8.28220040071756,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0
103.671141971361,8.25256864423864,6.54521009651944,9.71387907629833,9.43952923524193,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
71.7666939476903,5.39748475071974,6.91029808949679,5.446059248643,9.89430193323642,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1
53.8140104299534,5.2363680745475,5.54081334616058,5.29296353459358,8.82807077956386,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0
111.740817345954,5.37825054721907,5.03860207390971,9.98443411896005,9.9024463200476,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0
67.9373561356636,5.25786687852815,7.07877149456181,7.55911728949286,6.87997767119668,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
53.9136956670654,6.58449213253334,8.58041532919742,6.31852562073618,6.65248940815218,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1
59.1615266118296,8.22540523600765,5.47195159131661,5.38258286309429,7.23958917194977,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
68.2309540694165,5.29815112939104,8.58862448832951,6.2074637459591,9.14279430173337,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
81.5191011385898,9.17691813316196,9.36141043901443,8.30434988369234,6.03238080395386,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0
63.3579369228825,8.69850867660716,7.51292983302847,8.55708201299421,9.68355738325045,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0
61.0624418240662,9.48512954637408,7.6341286546085,5.79812824609689,9.8416287463624,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
96.5875146452849,8.28593049896881,5.543091238942,9.75106286816299,5.32056560739875,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
77.8693926039191,5.64788109972142,7.79876396758482,7.40445609902963,8.82114486768842,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
39.3359084151819,6.13842864404432,8.03187173558399,5.37690941360779,9.22665746766143,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
47.0664917308493,7.51185653498396,6.54090588446707,5.08963087922893,8.43502044561319,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1
103.132397742231,7.64435268705711,5.40383030078374,7.94182360055856,5.2761092048604,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0
76.1804183789208,9.76827820762992,9.63974429527298,7.26508408901282,6.9283662433736,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1
58.1381027041735,9.13084250409156,7.70336738554761,5.49679293530062,6.55331398709677,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
103.76207212983,5.37741348380223,7.37772915512323,9.7703066887334,5.97082039457746,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
111.674092046291,7.55196766345762,5.96477152081206,8.78546849591658,8.16829786635935,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0
75.7563751972262,8.62408533575945,8.93355612992309,6.64769910974428,6.47623405209742,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1
62.4477556613729,7.69053872092627,7.85135172307491,6.3670936471317,5.25167354382575,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
95.9756710814961,8.91720619401895,9.35503627173603,9.1148371656891,6.43199938349426,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
88.9911077760545,9.29805778199807,7.70122255897149,8.41097834985703,7.32266956707463,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0
106.542027035571,9.53568507218733,7.66160009661689,8.41766871046275,5.07328123203479,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0
89.6505656729236,9.75628321641125,6.71533185639419,8.98239573696628,6.01748759392649,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0
99.4244514963328,6.47860368248075,6.49013536167331,7.98459482728504,6.59558410523459,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0
77.4395089907261,5.06629915558733,7.69543443922885,7.79993266565725,6.35120282298885,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
74.6573286503887,8.95987286930904,5.84468265762553,7.25539257517084,5.92360484995879,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
111.471450942615,9.4661920319777,9.89161267876625,9.64656717376783,6.22375055449083,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1
76.5150208914297,7.92571731144562,6.5557139297016,7.27890038746409,6.97197622735985,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
87.8037437642988,5.02702616038732,5.4519008344505,7.46509215910919,7.64362577232532,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
84.0701837596555,8.63974110921845,9.14962152368389,7.16722290497273,6.14259782014415,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0
82.1452170322946,6.29179697716609,6.01849154685624,7.47009496204555,6.16528029437177,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
87.8631717893644,5.81690083025023,7.90011602453887,8.97015012800694,7.04935219488107,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0
87.5098353765859,8.04169225390069,6.51006203144789,7.84603946260177,8.16221726825461,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
89.5290006948398,5.22929860278964,6.18130001123063,7.87398436455987,7.41615736158565,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1
71.713880031513,7.78971303021535,5.0608332362026,6.50976087432355,9.80514773749746,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
114.695384520247,9.94226946728304,9.14112953236327,9.53842227580026,7.48810495249927,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1
64.9057322489024,8.56578993261792,5.41668507619761,5.6480191682931,8.37688574683852,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1
72.4547588547515,7.2388094139751,6.82214895845391,5.38185304147191,6.54763070051558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
64.7378534622584,7.5911837851163,8.80705264862627,5.36982368445024,7.36355842091143,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
69.5258590498086,6.08223554678261,5.41487153270282,8.06090946891345,5.1911586150527,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0
60.7282652149264,5.71399502572604,5.97407433553599,5.76133592519909,7.52915749675594,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1
85.8145802167708,9.78765472653322,8.24364921660163,7.43181123631075,9.65399780659936,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0
76.1406850860726,8.31837568548508,8.40492268209346,6.25688979402184,9.71811083029024,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1
70.4344436199973,9.41518629319035,9.3747748399619,5.10888269753195,6.6236226237379,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1
54.1631200959994,5.74985253624618,7.15212440933101,5.69350786157884,5.13636276940815,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
60.2234238671578,5.83605772233568,8.72762239072472,5.89337388868444,9.15482750511728,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0
64.2813435725852,8.02853262401186,7.84787549171597,8.12682781135663,8.08742896886542,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1
74.0889264036956,6.10790618346073,9.74151778849773,6.02559785125777,9.1483547736425,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
91.944982335075,8.64236187073402,6.65834591141902,7.88730997825041,8.84671740583144,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1
108.512185831759,9.01597717427649,6.25880551640876,9.69107247656211,7.41986550739966,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1
90.3574550930924,9.07511595636606,6.20823332341388,9.10571967251599,7.94512370834127,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0
92.7176313918085,8.18390534841456,9.30453808628954,7.9983087698929,5.14311762526631,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
70.7226964953907,7.45089997071773,8.74819785123691,6.61851174780168,6.68454368715174,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
100.967613326697,8.83072199882008,5.03213809803128,9.49645860120654,5.30042525962926,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1
102.023967485906,9.39100648043677,9.1565867268946,9.27614165935665,9.83273483812809,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
45.2305688310392,6.35296082939021,9.41140986979008,5.00217662891373,6.50191349443048,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0
86.6056569190559,9.06450437149033,8.98922317428514,7.34774484997615,8.74808738590218,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0
75.1896662973179,9.37984814867377,5.46577746863477,5.80885658506304,9.39206058741547,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1
37.2835860272075,9.49835812905803,5.04536978667602,5.07567712687887,6.20929238735698,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
91.0294353589015,8.37164641707204,5.64735754043795,8.36730782059021,6.68502357439138,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1
79.2586208639416,9.04335611034185,5.17263943213038,8.24139993987046,8.97232965566218,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1
87.0721922102017,9.15464043850079,7.31897075660527,7.71438156371005,6.59721924341284,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1
74.7210422228645,8.62162689561956,7.11068082717247,6.61645790329203,8.23326993733644,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
90.7174987313894,8.30083084176295,5.2066652441863,9.65006241574883,8.75814999570139,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1
77.8348359876504,8.61773336189799,9.97307657729834,6.70633248984814,7.2653055889532,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0
73.2943091518023,9.73507200251333,9.0833535627462,6.80316586629488,5.02502167946659,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
75.6903717692729,9.16155828279443,9.82273204950616,8.18860213388689,9.43963961326517,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
98.9172087912962,6.57216565450653,5.40648933383636,9.68182398821227,7.8736894519534,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0
58.0234959630191,9.6190721297171,6.99383354978636,5.31615191022865,6.08961595338769,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0
86.5385426977978,5.35189759917557,7.03064802917652,8.24869910953566,7.10440096096136,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1
65.4451066550241,5.32362399739213,8.24558043852448,6.19784533744678,5.56955968844704,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0
88.7687561303385,9.12550961598754,9.67997437575832,9.39175723586231,7.41073902347125,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1
100.438148566319,8.25694505590945,8.6169000423979,9.42723269574344,6.33567198761739,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0
93.4068722761455,5.60666248900816,9.57665222929791,7.75923004955985,7.30391003191471,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1
90.84477502953,8.49136774777435,7.85025532823056,9.97707360773347,7.55404017632827,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1
113.070240218747,8.11611044802703,6.19178390479647,9.78552730637603,6.66190305491909,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0
82.9607814528067,6.36717805638909,9.68624632805586,5.81418581074104,5.34719284856692,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1
